2.330308479;1.128151103;1.70152307;0.877323726;2.830000167;1.071481917;5.79547529;1.260000323;1.14000017;1.400987202;2.24403984;1.013711204;3.040000824;1.079242502;0.867859144;1.000000543;1.000000183;1.079611991;8.040106691;0.964979279;1.000000292;75.18317188;1.072378247;2.270500044;1.005507634;3.290000487;1.000000203;5452.468524;51.3211704
5.242576407;1.064060551;1.367186146;0.836628294;2.830000295;1.12801001;2.87914528;1.260000942;1.140000838;2.692426611;2.052367366;1.007267529;3.040000103;1.009860207;1.064426442;1.000000727;1.000000207;1.048227096;9.542780773;0.973517198;1.000000404;82.43867005;0.995495581;5.584627533;1.014976701;3.290000231;1.000000753;1837.642407;24.74529589
5.148451238;1.015570981;1.521965547;0.876828275;2.830000978;1.095915705;1.148776732;1.260000145;1.140000883;3.239582716;2.729698001;1.034652915;3.040000566;1.065376471;0.827610361;1.00000084;1.000000904;1.058969287;6.941229027;0.91337614;1.00000033;76.15477699;0.922946979;4.069305437;1.042143628;3.290000278;1.00000077;370.3628052;22.78092416
1.848273394;1.102748802;1.434351448;0.97911609;2.830000721;1.144472212;1.78997313;1.26000017;1.140000416;2.542649233;2.646653654;1.04949073;3.040000755;1.093026934;0.808684323;1.000000677;1.00000052;1.105168139;4.364187375;0.970442148;1.000000305;122.0080126;0.95814362;3.372460165;1.039906609;3.290000607;1.00000019;4185.178019;39.90658173
2.058308762;1.117756301;1.663846927;0.817003766;2.830000313;0.892005697;2.940264115;1.260000806;1.140000083;2.83538909;2.423380056;1.06336546;3.040000794;1.038731308;0.892763372;1.000000387;1.000000404;1.003117057;8.979947833;0.917394985;1.000000018;78.5393972;0.861083854;5.251087316;1.040696696;3.290000797;1.000000859;2257.912207;33.31990046
5.26186315;1.017593636;1.367008251;0.913629306;2.83000083;1.079049071;2.194659948;1.260000743;1.140000973;3.550246935;1.59625432;1.094435018;3.040000671;1.077363854;0.7903237;1.000000747;1.000000567;1.102103605;9.100242516;0.917050907;1.000000089;122.3937008;0.841317592;1.542805245;0.954975857;3.290000845;1.000000424;2528.967061;28.76775506
1.66255888;1.090787938;1.383245298;0.955739518;2.830000433;1.186347754;4.400117094;1.260000086;1.140000455;1.423203771;1.902893198;0.927647447;3.040000786;1.069075754;0.828412559;1.000000465;1.000000158;1.103463202;7.966081889;0.9134266;1.000000369;101.3702193;1.069376213;5.118768388;1.011381985;3.290000093;1.000000162;385.8834314;16.73176703
2.036799175;1.014724499;1.628477025;0.94488952;2.830000677;1.169852214;1.026408137;1.260000318;1.140000661;2.700698664;3.053895989;1.01958421;3.040000438;1.100829868;0.920854883;1.000000563;1.000000304;1.015674568;8.576362273;0.982222582;1.000000554;108.1595629;0.890687842;3.508065344;0.981148683;3.290000922;1.000000102;2558.461164;55.72760717
5.920757092;1.112044213;1.670714183;0.936652895;2.830000437;0.982915372;5.640260933;1.260000767;1.140000429;3.144678068;3.115929166;1.020763935;3.040000032;1.032652292;0.940421127;1.000000272;1.000000273;1.098252442;4.052670721;0.978661699;1.000000981;107.3652767;0.981747363;3.348517053;1.053011844;3.290000104;1.000000636;2164.535537;27.78696747
2.064467888;1.023873603;1.556414203;0.916801368;2.830000847;0.990375722;1.932425828;1.260000947;1.1400004;3.534968448;2.554828208;1.036807574;3.040000993;1.031789324;0.844152287;1.000000577;1.000000658;1.010515294;3.78699475;0.950037197;1.000000609;124.8716592;1.04759775;4.289986574;0.98344794;3.290000125;1.00000081;2215.439207;32.74700012
1.710921908;1.112978218;1.404443601;0.867154845;2.830000577;1.132416213;2.701219927;1.260000001;1.140000303;3.503880454;2.460474801;0.976537817;3.040000125;1.087884634;1.043649786;1.000000295;1.000000457;1.007880019;5.38420315;0.952537826;1.000000858;94.50167003;0.84561669;2.87247448;0.985044872;3.290000127;1.000000686;2853.534619;57.517342
1.975527818;1.055151693;1.477633395;0.875337317;2.830000139;0.940403144;5.330399215;1.260000018;1.140000335;2.826012134;2.398334664;1.048604858;3.040000449;1.116560876;0.983889753;1.000000079;1.000000349;1.105491904;6.159524371;0.998365928;1.000000225;98.85431838;0.84780962;4.721127542;0.962935988;3.290000021;1.000000937;5906.681566;54.68339873
4.863536516;1.128927179;1.593577193;0.974382536;2.8300009;1.08942677;5.987847303;1.260000515;1.140000106;1.798538564;1.644573134;0.901401713;3.040000033;1.059517731;0.794019807;1.000000371;1.000000889;1.039966944;5.586964112;0.932060335;1.000000336;78.86091537;1.085322549;4.092769215;1.064264467;3.290000637;1.000000062;3446.408125;30.99310026
4.8730961;1.08898522;1.458707939;0.9242154;2.830000403;0.895426927;1.074358193;1.260000953;1.140000505;2.053139601;2.668840943;0.942135792;3.040000005;1.105072518;0.899255461;1.00000086;1.000000403;1.025325103;5.416539604;0.982902138;1.000000195;121.7330954;0.912079391;1.069847268;1.029981732;3.290000817;1.000000603;1032.202798;21.91738809
2.435760572;1.020345682;1.582917718;0.975660156;2.8300009;1.103825416;3.352611874;1.260000068;1.140000747;1.65321569;2.275920111;0.918460398;3.040000357;1.027769615;0.973995982;1.000000867;1.000000748;1.002941386;7.571741197;0.933506979;1.000000821;96.42284949;1.050092725;2.071035349;1.002721366;3.290000634;1.000000582;131.4065902;22.22206437
2.63863818;1.053852239;1.435444871;0.812301918;2.830000156;0.875557261;4.649156937;1.260000439;1.140000219;2.964155742;2.279104762;0.996366163;3.040000592;1.07986816;1.053008642;1.000000499;1.000000801;1.025259411;5.087592162;0.937064358;1.000000977;107.4934316;1.056066859;1.291285348;0.958847104;3.290000994;1.000000381;693.9477514;28.19387584
1.487005421;1.130918594;1.468618766;0.881089716;2.830000228;1.011225686;2.435026964;1.260000944;1.14000007;2.467977269;2.384123805;1.091456704;3.040000594;1.034050192;0.897046153;1.000000723;1.000000855;1.105665022;6.871268045;0.922000958;1.000000418;84.12681877;0.936340283;5.072355158;1.047429279;3.290000383;1.000000712;3665.494641;31.41017328
5.767856531;1.077028567;1.723643578;0.813785563;2.830000621;0.87555491;3.690344534;1.260000164;1.140000833;2.174713907;2.778967673;1.028265245;3.040000453;1.065280871;0.904549592;1.000000743;1.000000634;1.022328215;8.458660629;0.945712973;1.000000892;108.9528674;0.943520334;1.944843326;1.060670917;3.290000025;1.000000149;7290.866571;75.1556683
2.751770301;1.098039338;1.658637767;0.813328483;2.830000417;0.899818435;1.688750873;1.26000007;1.140000268;3.696119253;2.603674173;0.924104687;3.040000026;1.085814168;1.011303697;1.000000252;1.000000301;1.037658277;6.352941399;0.980159258;1.00000084;106.8197183;1.013981858;2.587386151;1.037297507;3.290000927;1.000000118;1550.147672;35.21847586
